"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"Scripts/Content/Story/Dialoge/City/Caserne/DIA_MIL_Mika.d:14","Кто у вас тут главный?","","","False","dia_mika_head.description","",""
"Scripts/Content/Story/Dialoge/City/Caserne/DIA_MIL_Mika.d:19","Кто у вас тут главный?","","","False","dia_mika_head_03_00","",""
"Scripts/Content/Story/Dialoge/City/Caserne/DIA_MIL_Mika.d:21","Кто у вас тут главный?","","","False","dia_mika_head_07_00","",""
"Scripts/Content/Story/Dialoge/City/Caserne/DIA_MIL_Mika.d:23","Кто у вас тут главный?","","","False","dia_mika_head_10_00","",""
"Scripts/Content/Story/Dialoge/City/Caserne/DIA_MIL_Mika.d:25","Кто у вас тут главный?","","","False","dia_mika_head_14_00","",""
"Scripts/Content/Story/Dialoge/City/Caserne/DIA_MIL_Mika.d:27","Кто у вас тут главный?","","","False","dia_mika_head_16_00","",""
"Scripts/Content/Story/Dialoge/City/Caserne/DIA_MIL_Mika.d:29","Формально нами командует губернатор, но я ни разу не видел его в казармах.","","","False","dia_mika_head_12_01","",""
"Scripts/Content/Story/Dialoge/City/Caserne/DIA_MIL_Mika.d:30","Реально всем руководит Вульфгар - назначает дежурства, проводит тренировки и все такое.","","","False","dia_mika_head_12_02","",""
"Scripts/Content/Story/Dialoge/City/Caserne/DIA_MIL_Mika.d:31","Ему помогает Пек. Он отвечает за оружие и амуницию.","","","False","dia_mika_head_12_03","",""
"Scripts/Content/Story/Dialoge/City/Caserne/DIA_MIL_Mika.d:41","Ты не знаешь, кто может потренировать меня?","","","False","dia_mika_training.description","",""
"Scripts/Content/Story/Dialoge/City/Caserne/DIA_MIL_Mika.d:46","Ты не знаешь, кто может потренировать меня?","","","False","dia_mika_training_03_00","",""
"Scripts/Content/Story/Dialoge/City/Caserne/DIA_MIL_Mika.d:48","Ты не знаешь, кто может потренировать меня?","","","False","dia_mika_training_07_00","",""
"Scripts/Content/Story/Dialoge/City/Caserne/DIA_MIL_Mika.d:50","Ты не знаешь, кто может потренировать меня?","","","False","dia_mika_training_10_00","",""
"Scripts/Content/Story/Dialoge/City/Caserne/DIA_MIL_Mika.d:52","Ты не знаешь, кто может потренировать меня?","","","False","dia_mika_training_14_00","",""
"Scripts/Content/Story/Dialoge/City/Caserne/DIA_MIL_Mika.d:54","Ты не знаешь, кто может потренировать меня?","","","False","dia_mika_training_16_00","",""
"Scripts/Content/Story/Dialoge/City/Caserne/DIA_MIL_Mika.d:56","Вульфгар обучает стражников, но он не будет тренировать кого-то со стороны.","","","False","dia_mika_training_12_01","",""
"Scripts/Content/Story/Dialoge/City/Caserne/DIA_MIL_Mika.d:57","Попробуй поговорить с Пеком.","","","False","dia_mika_training_12_02","",""
"Scripts/Content/Story/Dialoge/City/Caserne/DIA_MIL_Mika.d:58","Его можно найти в оружейной или на тренировочной площадке.","","","False","dia_mika_training_12_03","",""
