"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"Scripts/Content/Story/NPC/Angry_Ghost.d:5","Недовольный призрак","Недовольный призрак","","","angry_ghost.name[0]","",""
"Scripts/Content/Story/NPC/City/Mil_306_Tuerwache.d:4","Стражник судьи","Стражник судьи","","","mil_306_tuerwache.name[0]","",""
"Scripts/Content/Story/NPC/City/Mil_312_Wulfgar.d:4","Вульфгар","Вульфгар","","","mil_312_wulfgar.name[0]","",""
"Scripts/Content/Story/NPC/City/Mil_313_Boltan.d:4","Болтан","Болтан","","","mil_313_boltan.name[0]","",""
"Scripts/Content/Story/NPC/City/Mil_314_Mortis.d:4","Мортис","Мортис","","","mil_314_mortis.name[0]","",""
"Scripts/Content/Story/NPC/City/Mil_316_Wambo.d:5","Вамбо","Вамбо","","","mil_316_wambo.name[1]","",""
"Scripts/Content/Story/NPC/City/Mil_317_Ruga.d:4","Руга","Руга","","","mil_317_ruga.name[0]","",""
"Scripts/Content/Story/NPC/City/Mil_321_Rangar.d:5","Рангар","Рангар","","","mil_321_rangar.name[1]","",""
"Scripts/Content/Story/NPC/City/Mil_324_Peck.d:4","Пек","Пек","","","mil_324_peck.name[0]","",""
"Scripts/Content/Story/NPC/City/Mil_335_Rumbold.d:4","Румболд","Румболд","","","mil_335_rumbold.name[0]","",""
"Scripts/Content/Story/NPC/City/Mil_336_Rick.d:4","Рик","Рик","","","mil_336_rick.name[0]","",""
"Scripts/Content/Story/NPC/City/Mil_337_Mika.d:4","Мика","Мика","","","mil_337_mika.name[0]","",""
"Scripts/Content/Story/NPC/City/VLK_447_Cassia.d:4","Кассия","Кассия","","","vlk_447_cassia.name[0]","",""
"Scripts/Content/Story/NPC/City/VLK_478_Irene.d:4","Ирина","Ирина","","","vlk_478_irene.name[0]","",""
"Scripts/Content/Story/NPC/City/VLK_4900_DeadCitizen.d:4","Труп горожанина","Труп горожанина","","","out_4900_deadcitizen.name[0]","",""
"Scripts/Content/Story/NPC/City/VLK_4941_Thug.d:4","Громила","Громила","","","vlk_4941_thug.name[0]","",""
"Scripts/Content/Story/NPC/City/Vlk_400_Larius.d:4","Лариус","Лариус","","","vlk_400_larius.name[0]","",""
