"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"Scripts/Content/Story/Log_Entries/LOG_Constants_Notes.d:3","Грибной конкурс","Konkurs zbierania grzybów","","False","topic_constantinomushrooms","",""
"Scripts/Content/Story/Log_Entries/LOG_Constants_Notes.d:4","По слухам, алхимик Константино из торгового квартала объявил конкурс по сбору грибов. Он обещал щедро платить за все принесенные грибы, а в конце недели объявить победителя и выдать ему некий приз. Мне тоже стоит попытать счастья.","Krążyły plotki, że Constantino, alchemik z dzielnicy handlowej, ogłosił konkurs na zbieranie grzybów. Obiecał, że hojnie zapłaci za wszystkie przyniesione grzyby, a pod koniec tygodnia ogłosi zwycięzcę i wręczy mu jakąś nagrodę. Też powinienem spróbować szczęścia.","","False","topic_constantinomushrooms_start","",""
"Scripts/Content/Story/Log_Entries/LOG_Constants_Notes.d:5","Неделя подошла к концу. Пора сходить к Константино.","Tydzień dobiegł końca. Pora udać się do Constantina.","","False","topic_constantinomushrooms_time","",""
"Scripts/Content/Story/Log_Entries/LOG_Constants_Notes.d:6","Я пришел слишком поздно. Конкурс уже закончился.","Przyszedłem za późno. Konkurs już się zakończył.","","False","topic_constantinomushrooms_late_m","",""
"Scripts/Content/Story/Log_Entries/LOG_Constants_Notes.d:7","Я пришла слишком поздно. Конкурс уже закончился.","Przyszłam za późno. Konkurs już się zakończył.","","False","topic_constantinomushrooms_late_f","",""
"Scripts/Content/Story/Log_Entries/LOG_Constants_Notes.d:8","Я выиграл конкурс! Больше никто не смог собрать столько грибов. Призом оказалась книга Константино о грибах. Почитаем...","Wygrałem konkurs! Nikt inny nie był w stanie zebrać tylu grzybów. Nagrodą była księga Constantino o grzybach. Przeczytajmy ją...","","False","topic_constantinomushrooms_won_m","",""
"Scripts/Content/Story/Log_Entries/LOG_Constants_Notes.d:9","Я выиграла конкурс! Больше никто не смог собрать столько грибов. Таинственным призом оказалась книга Константино о грибах. Почитаем...","Wygrałam konkurs! Nikt inny nie był w stanie zebrać tylu grzybów. Nagrodą była księga Constantino o grzybach. Przeczytajmy ją...","","False","topic_constantinomushrooms_won_f","",""
"Scripts/Content/Story/Log_Entries/LOG_Constants_Notes.d:10","Победа ускользнула от меня. Если бы можно было все переиграть...","Zwycięstwo przeszło mi koło nosa. Gdyby tylko można było to powtórzyć...","","False","topic_constantinomushrooms_lost","",""
"Scripts/Content/Story/Log_Entries/LOG_Constants_Notes.d:15","Травы для мастера","Zioła dla Mistrza","","False","topic_odo_herbs","",""
"Scripts/Content/Story/Log_Entries/LOG_Constants_Notes.d:16","Мастер Неорас разрешил мне пойти на поиски растений. Он упомянул, что ему особенно нужен царский щавель. Нужно попросить ключ от входной двери у мастера Парлана.","Mistrz Neoras zezwolił mi na poszukiwanie roślin. Wspomniał, że szczególnie potrzebuje Szczawiu królewskiego. Muszę poprosić mistrza Parlana o klucz do drzwi wyjściowych.","","False","topic_odo_herbs_start","",""
"Scripts/Content/Story/Log_Entries/LOG_Constants_Notes.d:17","Мастер Парлан дал мне ключ, но я должен до завтра принести хотя бы какие-то растения.","Mistrz Parlan dał mi klucz, ale mam czas do jutra, by przynieść przynajmniej kilka roślin.","","False","topic_odo_herbs_key","",""
"Scripts/Content/Story/Log_Entries/LOG_Constants_Notes.d:18","Мастер Неорас хочет вознаградить меня за труды. Теперь он будет платить за принесенные растения.","Mistrz Neoras chce mnie wynagrodzić za moje wysiłki. Teraz będzie płacił za przyniesione rośliny.","","False","topic_odo_herbs_payment","",""
"Scripts/Content/Story/Log_Entries/LOG_Constants_Notes.d:19","Мастер Неорас согласился платить мне за принесенные растения.","Mistrz Neoras wyraził zgodę na płacenie mi za przyniesione rośliny.","","False","topic_odo_herbs_payment2","",""
"Scripts/Content/Story/Log_Entries/LOG_Constants_Notes.d:20","Не так-то легко найти царский щавель, особенно осенью. В крайнем случае, придется его у кого-нибудь купить.","Nie jest łatwo znaleźć Szczaw królewski, zwłaszcza jesienią. W ostateczności trzeba go gdzieś kupić.","","False","topic_odo_herbs_noperm","",""
"Scripts/Content/Story/Log_Entries/LOG_Constants_Notes.d:21","Я собрал достаточно растений, чтобы получить постоянное разрешение покидать монастырь. Кроме того, мастер Неорас согласился обучить меня алхимии.","Zebrałem wystarczającą ilość roślin, aby uzyskać stałe pozwolenie na opuszczenie klasztoru. Ponadto Mistrz Neoras zgodził się uczyć mnie alchemii.","","False","topic_odo_herbs_success","",""
"Scripts/Content/Story/Log_Entries/LOG_Constants_Notes.d:23","Секрет монастырского вина","Sekret klasztornego wina","","False","topic_odo_wine","",""
"Scripts/Content/Story/Log_Entries/LOG_Constants_Notes.d:24","Знахарка Сагитта согласилась обменять царский щавель на секрет монастырского вина. Но я никогда не занимался этим. Надо поспрашивать послушников, занятых в винокурне.","Uzdrowicielka Sagitta zgodziła się wymienić Szczaw królewski za sekret klasztornego wina. Ale nigdy nie podjąłem się tego zadania. Należałoby podpytać nowicjuszy, którzy pracują w destylarni.","","False","topic_odo_wine_permsagitta","",""
"Scripts/Content/Story/Log_Entries/LOG_Constants_Notes.d:25","Мне удалось вызнать у Игараца секрет нашего вина. Все дело в бочках: перед разливом вина их тщательно окуривают серным фитилем. Тогда вино не загниет и не скиснет.","Udało mi się dowiedzieć od Igaraz sekret naszego wina. Chodzi o beczki: przed butelkowaniem wina są one dokładnie odkażane z użyciem siarki. Dzięki temu wino nie pleśnieje i nie robi się kwaskowate.","","False","topic_odo_wine_igaraz","",""
